1,benXeCuChi,benXeAnSuong,2016-10-15 04:31:48,2016-10-15 05:09:52,2284,38:04
2,benXeAnSuong,benXeCuChi,2016-10-15 05:20:38,2016-10-15 06:06:21,2743,45:43
3,benXeCuChi,benXeAnSuong,2016-10-15 07:07:23,2016-10-15 07:47:40,2417,40:17
4,benXeAnSuong,benXeCuChi,2016-10-15 07:55:33,2016-10-15 08:43:45,2892,48:12
5,benXeCuChi,benXeAnSuong,2016-10-15 09:11:01,2016-10-15 09:52:35,2494,41:34
6,benXeAnSuong,benXeCuChi,2016-10-15 10:04:54,2016-10-15 10:48:47,2633,43:53
7,benXeCuChi,benXeAnSuong,2016-10-15 12:38:31,2016-10-15 13:22:27,2636,43:56
8,benXeAnSuong,benXeCuChi,2016-10-15 13:32:39,2016-10-15 14:15:36,2577,42:57
9,benXeCuChi,benXeAnSuong,2016-10-15 14:50:58,2016-10-15 15:36:15,2717,45:17
10,benXeAnSuong,benXeCuChi,2016-10-15 15:47:48,2016-10-15 16:32:38,2690,44:50
