1,benXeCuChi,benXeAnSuong,2016-09-03 06:32:10,2016-09-03 07:13:57,2507,41:47
2,benXeAnSuong,benXeCuChi,2016-09-03 07:24:55,2016-09-03 08:09:14,2659,44:19
3,benXeCuChi,benXeAnSuong,2016-09-03 12:08:51,2016-09-03 12:46:27,2256,37:36
4,benXeAnSuong,benXeCuChi,2016-09-03 13:00:54,2016-09-03 13:44:49,2635,43:55
5,benXeCuChi,benXeAnSuong,2016-09-03 14:08:57,2016-09-03 14:49:23,2426,40:26
6,benXeAnSuong,benXeCuChi,2016-09-03 15:03:02,2016-09-03 15:47:11,2649,44:09
7,benXeCuChi,benXeAnSuong,2016-09-03 16:51:40,2016-09-03 17:32:52,2472,41:12
8,benXeAnSuong,benXeCuChi,2016-09-03 17:45:43,2016-09-03 18:30:29,2686,44:46
9,benXeCuChi,benXeAnSuong,2016-09-03 18:59:50,2016-09-03 19:43:04,2594,43:14
10,benXeAnSuong,benXeCuChi,2016-09-03 20:01:43,2016-09-03 20:31:51,1808,30:08
