0|1|10.843845|106.614481666667|10.8426233333333|106.61575|194|15000|15
1|2|10.8426233333333|106.61575|10.8430816666667|106.615363333333|66|20000|20
2|3|10.8430816666667|106.615363333333|10.8436083333333|106.614961666667|73|20000|20
3|4|10.8436083333333|106.614961666667|10.8441033333333|106.6147|62|20000|20
4|5|10.8441033333333|106.6147|10.84416|106.614658333333|8|8000|08
5|6|10.84416|106.614658333333|10.8465933333333|106.613066666667|322|161000|02:41
6|7|10.8465933333333|106.613066666667|10.847065|106.612743333333|63|20000|20
7|8|10.847065|106.612743333333|10.84899|106.611428333333|258|35000|35
8|9|10.84899|106.611428333333|10.8498833333333|106.610865|117|20000|20
9|10|10.8498833333333|106.610865|10.8515733333333|106.609685|228|21000|21
10|11|10.8515733333333|106.609685|10.853855|106.608316666667|294|37000|37
11|12|10.853855|106.608316666667|10.854885|106.607613333333|138|23000|23
12|13|10.854885|106.607613333333|10.85531|106.607335|56|53000|53
13|14|10.85531|106.607335|10.85657|106.606495|167|20000|20
14|15|10.85657|106.606495|10.8581483333333|106.605383333333|213|20000|20
15|16|10.8581483333333|106.605383333333|10.85971|106.604271666667|212|20000|20
16|17|10.85971|106.604271666667|10.8607383333333|106.603606666667|135|20000|20
17|18|10.8607383333333|106.603606666667|10.8612183333333|106.603283333333|64|20000|20
18|19|10.8612183333333|106.603283333333|10.86172|106.602905|69|20000|20
19|20|10.86172|106.602905|10.8629616666667|106.601985|171|20000|20
20|21|10.8629616666667|106.601985|10.8644766666667|106.6009|206|20000|20
21|22|10.8644766666667|106.6009|10.8661633333333|106.599668333333|231|20000|20
22|23|10.8661633333333|106.599668333333|10.8678833333333|106.598446666667|233|20000|20
23|24|10.8678833333333|106.598446666667|10.8694033333333|106.59738|205|20000|20
24|25|10.8694033333333|106.59738|10.87082|106.596486666667|185|20000|20
25|26|10.87082|106.596486666667|10.872405|106.595473333333|208|20000|20
26|27|10.872405|106.595473333333|10.8740783333333|106.594415|219|20000|20
27|28|10.8740783333333|106.594415|10.8757516666667|106.593275|224|20000|20
28|29|10.8757516666667|106.593275|10.8773266666667|106.59219|211|20000|20
29|30|10.8773266666667|106.59219|10.8783433333333|106.591651666667|127|20000|20
30|31|10.8783433333333|106.591651666667|10.8784533333333|106.591683333333|13|20000|20
31|32|10.8784533333333|106.591683333333|10.8785966666667|106.591541666667|22|20000|20
32|33|10.8785966666667|106.591541666667|10.8801083333333|106.590471666667|205|20000|20
33|34|10.8801083333333|106.590471666667|10.881855|106.58933|231|20000|20
34|35|10.881855|106.58933|10.883445|106.588186666667|216|20000|20
35|36|10.883445|106.588186666667|10.8846933333333|106.587375|165|20000|20
36|37|10.8846933333333|106.587375|10.88578|106.586626666667|146|20000|20
37|38|10.88578|106.586626666667|10.888895|106.584501666667|417|40000|40
38|39|10.888895|106.584501666667|10.8904366666667|106.583435|207|20000|20
39|40|10.8904366666667|106.583435|10.8920366666667|106.582368333333|213|20000|20
40|41|10.8920366666667|106.582368333333|10.893235|106.581528333333|162|20000|20
41|42|10.893235|106.581528333333|10.8948733333333|106.580466666667|216|20000|20
42|43|10.8948733333333|106.580466666667|10.8966833333333|106.57929|239|20000|20
43|44|10.8966833333333|106.57929|10.8983683333333|106.578198333333|222|20000|20
44|45|10.8983683333333|106.578198333333|10.899985|106.577068333333|218|20000|20
45|46|10.899985|106.577068333333|10.9012916666667|106.576288333333|168|21000|21
46|47|10.9012916666667|106.576288333333|10.90193|106.575848333333|86|20000|20
47|48|10.90193|106.575848333333|10.9034583333333|106.574785|206|21000|21
48|49|10.9034583333333|106.574785|10.9053133333333|106.573393333333|256|20000|20
49|50|10.9053133333333|106.573393333333|10.907085|106.572171666667|238|20000|20
50|51|10.907085|106.572171666667|10.9089783333333|106.570921666667|251|20000|20
51|52|10.9089783333333|106.570921666667|10.9109966666667|106.569608333333|266|20000|20
52|53|10.9109966666667|106.569608333333|10.9130366666667|106.568231666667|272|20000|20
53|54|10.9130366666667|106.568231666667|10.914565|106.56718|205|20000|20
54|55|10.914565|106.56718|10.9165866666667|106.565813333333|270|20000|20
55|56|10.9165866666667|106.565813333333|10.9189966666667|106.564176666667|322|20000|20
56|57|10.9189966666667|106.564176666667|10.9213833333333|106.562425|327|20000|20
57|58|10.9213833333333|106.562425|10.9239783333333|106.560688333333|345|20000|20
58|59|10.9239783333333|106.560688333333|10.9264683333333|106.559|333|20000|20
59|60|10.9264683333333|106.559|10.92889|106.557536666667|313|20000|20
60|61|10.92889|106.557536666667|10.9298416666667|106.556845|130|20000|20
61|62|10.9298416666667|106.556845|10.9305283333333|106.556268333333|99|20000|20
62|63|10.9305283333333|106.556268333333|10.9324383333333|106.554848333333|263|20000|20
63|64|10.9324383333333|106.554848333333|10.9344583333333|106.553001666667|302|20000|20
64|65|10.9344583333333|106.553001666667|10.9360783333333|106.55138|253|20000|20
65|66|10.9360783333333|106.55138|10.9374666666667|106.549735|237|20000|20
66|67|10.9374666666667|106.549735|10.9384783333333|106.547805|239|20000|20
67|68|10.9384783333333|106.547805|10.9394816666667|106.545785|247|20000|20
68|69|10.9394816666667|106.545785|10.94052|106.543755|250|20000|20
69|70|10.94052|106.543755|10.94144|106.541918333333|225|20000|20
70|71|10.94144|106.541918333333|10.941855|106.54152|63|20000|20
71|72|10.941855|106.54152|10.942185|106.541251666667|47|20000|20
72|73|10.942185|106.541251666667|10.9430233333333|106.539871666667|177|20000|20
73|74|10.9430233333333|106.539871666667|10.94395|106.538176666667|212|19000|19
