1,benXeCuChi,benXeAnSuong,2016-09-12 04:10:57,2016-09-12 04:47:49,2212,36:52
2,benXeAnSuong,benXeCuChi,2016-09-12 05:05:52,2016-09-12 06:46:54,6062,01:41:02
3,benXeCuChi,benXeAnSuong,2016-09-12 06:58:23,2016-09-12 07:38:59,2436,40:36
4,benXeAnSuong,benXeCuChi,2016-09-12 07:48:49,2016-09-12 08:30:28,2499,41:39
5,benXeCuChi,benXeAnSuong,2016-09-12 08:55:59,2016-09-12 09:34:12,2293,38:13
6,benXeAnSuong,benXeCuChi,2016-09-12 09:47:39,2016-09-12 10:33:30,2751,45:51
7,benXeCuChi,benXeAnSuong,2016-09-12 10:52:18,2016-09-12 12:11:04,4726,01:18:46
8,benXeAnSuong,benXeCuChi,2016-09-12 12:20:42,2016-09-12 13:03:12,2550,42:30
9,benXeCuChi,benXeAnSuong,2016-09-12 13:26:26,2016-09-12 14:06:40,2414,40:14
10,benXeAnSuong,benXeCuChi,2016-09-12 14:21:17,2016-09-12 15:06:32,2715,45:15
