1,benXeCuChi,benXeAnSuong,2016-09-05 04:39:25,2016-09-05 05:25:10,2745,45:45
2,benXeAnSuong,benXeCuChi,2016-09-05 05:36:36,2016-09-05 06:19:44,2588,43:08
3,benXeCuChi,benXeAnSuong,2016-09-05 07:07:46,2016-09-05 07:50:13,2547,42:27
4,benXeAnSuong,benXeCuChi,2016-09-05 07:59:51,2016-09-05 08:44:06,2655,44:15
5,benXeCuChi,benXeAnSuong,2016-09-05 09:11:43,2016-09-05 09:59:31,2868,47:48
6,benXeAnSuong,benXeCuChi,2016-09-05 10:02:25,2016-09-05 10:48:34,2769,46:09
7,benXeCuChi,benXeAnSuong,2016-09-05 12:47:58,2016-09-05 13:30:13,2535,42:15
8,benXeAnSuong,benXeCuChi,2016-09-05 13:37:44,2016-09-05 14:26:31,2927,48:47
9,benXeCuChi,benXeAnSuong,2016-09-05 14:55:32,2016-09-05 15:35:12,2380,39:40
10,benXeAnSuong,benXeCuChi,2016-09-05 15:45:11,2016-09-05 16:32:34,2843,47:23
