0|1|10.8435416666667|106.61345|10.8426633333333|106.615196666667|214|223000|03:43
1|2|10.8426633333333|106.615196666667|10.8425316666667|106.615565|43|26000|26
2|3|10.8425316666667|106.615565|10.8427166666667|106.615628333333|22|14000|14
3|4|10.8427166666667|106.615628333333|10.8435133333333|106.614876666667|121|30000|30
4|5|10.8435133333333|106.614876666667|10.8443916666667|106.614373333333|112|30000|30
5|6|10.8443916666667|106.614373333333|10.84525|106.613818333333|113|30000|30
6|7|10.84525|106.613818333333|10.846115|106.613278333333|113|30000|30
7|8|10.846115|106.613278333333|10.8462433333333|106.613228333333|15|10000|10
8|9|10.8462433333333|106.613228333333|10.84634|106.613108333333|17|61000|01:01
9|10|10.84634|106.613108333333|10.84656|106.612973333333|29|60000|01:00
10|11|10.84656|106.612973333333|10.8478283333333|106.612155|167|30000|30
11|12|10.8478283333333|106.612155|10.8494083333333|106.611116666667|209|30000|30
12|13|10.8494083333333|106.611116666667|10.851445|106.609765|270|30000|30
13|14|10.851445|106.609765|10.8552133333333|106.607346666667|495|85000|01:25
14|15|10.8552133333333|106.607346666667|10.856275|106.606741666667|135|90000|01:30
15|16|10.856275|106.606741666667|10.85635|106.606668333333|12|6000|06
16|17|10.85635|106.606668333333|10.8612683333333|106.603211666667|665|90000|01:30
17|18|10.8612683333333|106.603211666667|10.870825|106.596368333333|1299|120000|02:00
18|19|10.870825|106.596368333333|10.87741|106.591721666667|891|94000|01:34
19|20|10.87741|106.591721666667|10.87935|106.590288333333|267|31000|31
20|21|10.87935|106.590288333333|10.8921533333333|106.581368333333|1725|170000|02:50
21|22|10.8921533333333|106.581368333333|10.8929116666667|106.58089|99|17000|17
22|23|10.8929116666667|106.58089|10.892955|106.580866666667|5|1000|01
23|24|10.892955|106.580866666667|10.8930416666667|106.580816666667|11|6000|06
24|25|10.8930416666667|106.580816666667|10.89572|106.578953333333|361|47000|47
25|26|10.89572|106.578953333333|10.8957683333333|106.578891666667|9|8000|08
26|27|10.8957683333333|106.578891666667|10.9157066666667|106.564796666667|2699|210000|03:30
27|28|10.9157066666667|106.564796666667|10.917|106.563938333333|172|20000|20
28|29|10.917|106.563938333333|10.9171133333333|106.563848333333|16|6000|06
29|30|10.9171133333333|106.563848333333|10.9191583333333|106.562388333333|278|30000|30
30|31|10.9191583333333|106.562388333333|10.9274683333333|106.556675|1115|109000|01:49
31|32|10.9274683333333|106.556675|10.9296783333333|106.555015|305|30000|30
32|33|10.9296783333333|106.555015|10.931385|106.55353|250|25000|25
33|34|10.931385|106.55353|10.931525|106.55338|23|7000|07
34|35|10.931525|106.55338|10.933305|106.551755|266|30000|30
35|36|10.933305|106.551755|10.9349233333333|106.549526666667|303|30000|30
36|37|10.9349233333333|106.549526666667|10.9360383333333|106.547183333333|284|30000|30
37|38|10.9360383333333|106.547183333333|10.9374|106.544331666667|346|30000|30
38|39|10.9374|106.544331666667|10.9384433333333|106.542205|260|30000|30
39|40|10.9384433333333|106.542205|10.93963|106.539768333333|297|30000|30
40|41|10.93963|106.539768333333|10.9411383333333|106.536555|389|30000|30
41|42|10.9411383333333|106.536555|10.942765|106.53314|414|30000|30
42|43|10.942765|106.53314|10.9439066666667|106.53086|279|28000|28
43|44|10.9439066666667|106.53086|10.9439466666667|106.530765|11|5000|05
44|45|10.9439466666667|106.530765|10.9451866666667|106.528161666667|316|30000|30
45|46|10.9451866666667|106.528161666667|10.9469466666667|106.524675|428|30000|30
46|47|10.9469466666667|106.524675|10.947095|106.524466666667|28|7000|07
47|48|10.947095|106.524466666667|10.9472333333333|106.524253333333|28|23000|23
48|49|10.9472333333333|106.524253333333|10.9485816666667|106.522245|266|30000|30
49|50|10.9485816666667|106.522245|10.9506233333333|106.519278333333|396|30000|30
50|51|10.9506233333333|106.519278333333|10.9528266666667|106.516038333333|430|30000|30
51|52|10.9528266666667|106.516038333333|10.954405|106.513726666667|307|30000|30
52|53|10.954405|106.513726666667|10.9545333333333|106.51354|25|12000|12
53|54|10.9545333333333|106.51354|10.954625|106.513406666667|18|9000|09
54|55|10.954625|106.513406666667|10.955825|106.5116|238|30000|30
55|56|10.955825|106.5116|10.9577466666667|106.508223333333|426|30000|30
56|57|10.9577466666667|106.508223333333|10.95923|106.505466666667|343|29000|29
57|58|10.95923|106.505466666667|10.9592716666667|106.505403333333|8|5000|05
58|59|10.9592716666667|106.505403333333|10.960425|106.503108333333|281|30000|30
59|60|10.960425|106.503108333333|10.96061|106.502825|37|6000|06
60|61|10.96061|106.502825|10.960625|106.502795|4|4000|04
61|62|10.960625|106.502795|10.960625|106.502795|0|30000|30
62|63|10.960625|106.502795|10.9607|106.502681666667|15|12000|12
63|64|10.9607|106.502681666667|10.96156|106.501008333333|206|30000|30
64|65|10.96156|106.501008333333|10.9632433333333|106.49807|371|30000|30
65|66|10.9632433333333|106.49807|10.9639166666667|106.496926666667|146|28000|28
66|67|10.9639166666667|106.496926666667|10.9639833333333|106.496828333333|13|11000|11
67|68|10.9639833333333|106.496828333333|10.9642483333333|106.496401666667|55|21000|21
68|69|10.9642483333333|106.496401666667|10.9643266666667|106.496245|19|8000|08
69|70|10.9643266666667|106.496245|10.965255|106.494198333333|246|30000|30
70|71|10.965255|106.494198333333|10.96632|106.491361666667|332|30000|30
71|72|10.96632|106.491361666667|10.96751|106.488528333333|336|28000|28
72|73|10.96751|106.488528333333|10.9675433333333|106.488453333333|9|1000|01
73|74|10.9675433333333|106.488453333333|10.9675983333333|106.488323333333|15|6000|06
74|75|10.9675983333333|106.488323333333|10.9676166666667|106.488175|16|9000|09
75|76|10.9676166666667|106.488175|10.9685766666667|106.485625|298|30000|30
76|77|10.9685766666667|106.485625|10.9706533333333|106.482423333333|419|30000|30
77|78|10.9706533333333|106.482423333333|10.971325|106.482071666667|84|23000|23
