30|31|10.855375|106.607241666667|10.8564516666667|106.606538333333|193D QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|142|0.1 km|20000|20|0.0
31|32|10.8564516666667|106.606538333333|10.8578183333333|106.605601666667|Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|183|0.2 km|20000|20|0.0
32|33|10.8578183333333|106.605601666667|10.85938|106.604488333333|Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|212|0.2 km|20000|20|0.0
33|34|10.85938|106.604488333333|10.8609366666667|106.603398333333|Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|37/3 QL22, Trung Chánh, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|210|0.2 km|20000|20|0.0
34|35|10.8609366666667|106.603398333333|10.86101|106.603333333333|37/3 QL22, Trung Chánh, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|37/3 QL22, Trung Chánh, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|11|11 m|6000|06|0.0
35|36|10.86101|106.603333333333|10.861125|106.60326|37/3 QL22, Trung Chánh, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|37/3 QL22, Trung Chánh, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|15|15 m|8000|08|0.0
36|37|10.861125|106.60326|10.8619916666667|106.602716666667|37/3 QL22, Trung Chánh, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|37/3 QL22, Trung Chánh, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|120|0.1 km|20000|20|0.0
37|38|10.8619916666667|106.602716666667|10.8625183333333|106.602295|37/3 QL22, Trung Chánh, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|74|74 m|20000|20|0.0
38|39|10.8625183333333|106.602295|10.8638666666667|106.60132|Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|Song Hành QL 22, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|182|0.2 km|20000|20|0.0
39|40|10.8638666666667|106.60132|10.8656916666667|106.600028333333|Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|247|0.2 km|20000|20|0.0
40|41|10.8656916666667|106.600028333333|10.8675616666667|106.598698333333|Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|73/3C QL22, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|254|0.3 km|20000|20|0.0
41|42|10.8675616666667|106.598698333333|10.8694466666667|106.597356666667|73/3C QL22, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|1-2 Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|256|0.3 km|20000|20|0.0
42|43|10.8694466666667|106.597356666667|10.870745|106.596473333333|1-2 Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|3 QL22, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|182|0.2 km|20000|20|0.0
43|44|10.870745|106.596473333333|10.87076|106.596461666667|3 QL22, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|3 QL22, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|2|2 m|4000|04|0.0
44|45|10.87076|106.596461666667|10.8708416666667|106.596381666667|3 QL22, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|3 QL22, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|12|12 m|9000|09|0.0
45|46|10.8708416666667|106.596381666667|10.8719216666667|106.59559|3 QL22, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|3 Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|148|0.1 km|20000|20|0.0
46|47|10.8719216666667|106.59559|10.87374|106.594266666667|3 Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|3 Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|248|0.2 km|20000|20|0.0
47|48|10.87374|106.594266666667|10.876005|106.592708333333|3 Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|3 Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|304|0.3 km|20000|20|0.0
48|49|10.876005|106.592708333333|10.8777266666667|106.591536666667|3 Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|27 QL22, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|2282|2.3 km|20000|20|0.0
49|50|10.8777266666667|106.591536666667|10.8777266666667|106.591536666667|27 QL22, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|27 QL22, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|0|1 m|20000|20|0.0
50|51|10.8777266666667|106.591536666667|10.8777266666667|106.591536666667|27 QL22, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|27 QL22, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|0|1 m|20000|20|0.0
51|52|10.8777266666667|106.591536666667|10.877805|106.5915|27 QL22, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|27 QL22, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|9|9 m|9000|09|0.0
52|53|10.877805|106.5915|10.8787483333333|106.590808333333|27 QL22, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|27 QL22, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|129|0.1 km|20000|20|0.0
53|54|10.8787483333333|106.590808333333|10.8806216666667|106.589466666667|27 QL22, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|27 QL22, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|255|0.3 km|20000|20|0.0
54|55|10.8806216666667|106.589466666667|10.8825583333333|106.588101666667|27 QL22, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|262|0.3 km|20000|20|0.0
55|56|10.8825583333333|106.588101666667|10.8835533333333|106.587428333333|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|133|0.1 km|20000|20|0.0
56|57|10.8835533333333|106.587428333333|10.8840666666667|106.5871|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|Lý Thường Kiệt, Hóc Môn, Hồ Chí Minh, Vietnam|67|67 m|20000|20|0.0
57|58|10.8840666666667|106.5871|10.8849466666667|106.586438333333|Lý Thường Kiệt, Hóc Môn, Hồ Chí Minh, Vietnam|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|122|0.1 km|20000|20|0.0
58|59|10.8849466666667|106.586438333333|10.8865933333333|106.585271666667|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|223|0.2 km|20000|20|0.0
59|60|10.8865933333333|106.585271666667|10.8884866666667|106.58392|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|257|0.3 km|20000|20|0.0
60|61|10.8884866666667|106.58392|10.8905483333333|106.582473333333|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|278|0.3 km|20000|20|0.0
61|62|10.8905483333333|106.582473333333|10.8923216666667|106.581286666667|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|236|0.2 km|20000|20|0.0
62|63|10.8923216666667|106.581286666667|10.8923716666667|106.581261666667|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|6|6 m|6000|06|0.0
