1,Cu Chi,An Suong,2016-09-18 06:50:32,2016-09-18 07:32:24,2512,41:52
2,An Suong,Cu Chi,2016-09-18 07:44:30,2016-09-18 08:28:58,2668,44:28
3,Cu Chi,An Suong,2016-09-18 08:42:47,2016-09-18 09:23:24,2437,40:37
4,An Suong,Cu Chi,2016-09-18 09:34:48,2016-09-18 10:17:04,2536,42:16
5,Cu Chi,An Suong,2016-09-18 11:26:31,2016-09-18 12:07:12,2441,40:41
6,An Suong,Cu Chi,2016-09-18 12:20:12,2016-09-18 13:01:23,2471,41:11
7,Cu Chi,An Suong,2016-09-18 13:26:19,2016-09-18 14:03:27,2228,37:08
8,An Suong,Cu Chi,2016-09-18 14:18:14,2016-09-18 14:58:51,2437,40:37
