1,benXeCuChi,benXeAnSuong,2016-09-09 06:24:13,2016-09-09 07:03:47,2374,39:34
2,benXeAnSuong,benXeCuChi,2016-09-09 07:10:52,2016-09-09 08:28:57,4685,01:18:05
3,benXeCuChi,benXeAnSuong,2016-09-09 08:31:12,2016-09-09 09:10:37,2365,39:25
4,benXeAnSuong,benXeCuChi,2016-09-09 09:21:23,2016-09-09 10:06:47,2724,45:24
5,benXeCuChi,benXeAnSuong,2016-09-09 10:31:58,2016-09-09 11:11:47,2389,39:49
6,benXeAnSuong,benXeCuChi,2016-09-09 11:23:24,2016-09-09 12:06:36,2592,43:12
7,benXeCuChi,benXeAnSuong,2016-09-09 16:25:24,2016-09-09 17:22:39,3435,57:15
8,benXeAnSuong,benXeCuChi,2016-09-09 17:35:46,2016-09-09 18:18:47,2581,43:01
9,benXeCuChi,benXeAnSuong,2016-09-09 18:40:28,2016-09-09 19:21:43,2475,41:15
10,benXeAnSuong,benXeCuChi,2016-09-09 19:41:24,2016-09-09 20:19:12,2268,37:48
