1,benXeCuChi,benXeAnSuong,2016-09-09 05:50:46,2016-09-09 06:32:13,2487,41:27
2,benXeAnSuong,benXeCuChi,2016-09-09 06:47:15,2016-09-09 07:32:30,2715,45:15
3,benXeCuChi,benXeAnSuong,2016-09-09 07:58:41,2016-09-09 08:40:50,2529,42:09
4,benXeAnSuong,benXeCuChi,2016-09-09 08:53:22,2016-09-09 09:39:01,2739,45:39
5,benXeCuChi,benXeAnSuong,2016-09-09 10:34:56,2016-09-09 11:16:58,2522,42:02
6,benXeAnSuong,benXeCuChi,2016-09-09 11:29:04,2016-09-09 12:11:22,2538,42:18
7,benXeCuChi,benXeAnSuong,2016-09-09 15:41:24,2016-09-09 16:24:12,2568,42:48
8,benXeAnSuong,benXeCuChi,2016-09-09 16:37:13,2016-09-09 17:20:44,2611,43:31
9,benXeCuChi,benXeAnSuong,2016-09-09 17:48:55,2016-09-09 18:28:39,2384,39:44
10,benXeAnSuong,benXeCuChi,2016-09-09 18:47:22,2016-09-09 19:25:20,2278,37:58
