1,benXeCuChi,benXeAnSuong,2016-09-17 05:42:58,2016-09-17 06:23:48,2450,40:50
2,benXeAnSuong,benXeCuChi,2016-09-17 06:36:54,2016-09-17 07:19:20,2546,42:26
3,benXeCuChi,benXeAnSuong,2016-09-17 07:56:55,2016-09-17 08:41:01,2646,44:06
4,benXeAnSuong,benXeCuChi,2016-09-17 08:48:20,2016-09-17 09:30:30,2530,42:10
5,benXeCuChi,benXeAnSuong,2016-09-17 10:25:34,2016-09-17 11:06:16,2442,40:42
6,benXeAnSuong,benXeCuChi,2016-09-17 11:19:51,2016-09-17 12:00:30,2439,40:39
7,benXeCuChi,benXeAnSuong,2016-09-17 15:31:32,2016-09-17 16:11:55,2423,40:23
8,benXeAnSuong,benXeCuChi,2016-09-17 16:27:09,2016-09-17 17:10:29,2600,43:20
9,benXeCuChi,benXeAnSuong,2016-09-17 17:34:03,2016-09-17 18:22:03,2880,48:00
10,benXeAnSuong,benXeCuChi,2016-09-17 18:30:48,2016-09-17 19:15:49,2701,45:01
11,benXeCuChi,benXeAnSuong,2016-09-17 19:40:48,2016-09-17 20:18:43,2275,37:55
12,benXeAnSuong,benXeCuChi,2016-09-17 20:45:03,2016-09-17 21:19:58,2095,34:55
