1,benXeCuChi,benXeAnSuong,2016-10-29 06:10:30,2016-10-29 06:53:51,2601,43:21
2,benXeAnSuong,benXeCuChi,2016-10-29 07:05:08,2016-10-29 07:50:29,2721,45:21
3,benXeCuChi,benXeAnSuong,2016-10-29 08:22:18,2016-10-29 09:12:17,2999,49:59
4,benXeAnSuong,benXeCuChi,2016-10-29 09:15:04,2016-10-29 10:05:04,3000,50:00
5,benXeCuChi,benXeAnSuong,2016-10-29 10:57:38,2016-10-29 11:38:44,2466,41:06
6,benXeAnSuong,benXeCuChi,2016-10-29 11:47:42,2016-10-29 12:38:33,3051,50:51
7,benXeCuChi,benXeAnSuong,2016-10-29 16:01:43,2016-10-29 16:52:17,3034,50:34
8,benXeAnSuong,benXeCuChi,2016-10-29 16:56:57,2016-10-29 17:37:52,2455,40:55
9,benXeCuChi,benXeAnSuong,2016-10-29 18:20:38,2016-10-29 19:15:45,3307,55:07
10,benXeAnSuong,benXeCuChi,2016-10-29 19:19:49,2016-10-29 20:03:59,2650,44:10
