1,benXeCuChi,benXeAnSuong,2016-10-27 05:06:05,2016-10-27 05:50:23,2658,44:18
2,benXeAnSuong,benXeCuChi,2016-10-27 06:00:14,2016-10-27 06:46:50,2796,46:36
3,benXeCuChi,benXeAnSuong,2016-10-27 07:23:19,2016-10-27 08:08:49,2730,45:30
4,benXeAnSuong,benXeCuChi,2016-10-27 08:14:59,2016-10-27 08:58:42,2623,43:43
5,benXeCuChi,benXeAnSuong,2016-10-27 09:36:41,2016-10-27 10:21:34,2693,44:53
6,benXeAnSuong,benXeCuChi,2016-10-27 10:28:32,2016-10-27 11:12:22,2630,43:50
7,benXeCuChi,benXeAnSuong,2016-10-27 14:25:47,2016-10-27 15:12:11,2784,46:24
8,benXeAnSuong,benXeCuChi,2016-10-27 15:19:32,2016-10-27 16:02:55,2603,43:23
9,benXeCuChi,benXeAnSuong,2016-10-27 16:20:51,2016-10-27 17:04:15,2604,43:24
10,benXeAnSuong,benXeCuChi,2016-10-27 17:08:25,2016-10-27 18:00:55,3150,52:30
