1,benXeCuChi,benXeAnSuong,2016-09-15 09:59:28,2016-09-15 10:41:06,2498,41:38
2,benXeAnSuong,benXeCuChi,2016-09-15 10:53:07,2016-09-15 11:38:04,2697,44:57
3,benXeCuChi,benXeAnSuong,2016-09-15 11:50:49,2016-09-15 12:34:53,2644,44:04
4,benXeAnSuong,benXeCuChi,2016-09-15 12:45:04,2016-09-15 13:28:44,2620,43:40
5,benXeCuChi,benXeAnSuong,2016-09-15 13:48:51,2016-09-15 14:29:21,2430,40:30
6,benXeAnSuong,benXeCuChi,2016-09-15 14:42:55,2016-09-15 15:30:49,2874,47:54
7,benXeCuChi,benXeAnSuong,2016-09-15 16:10:46,2016-09-15 16:54:40,2634,43:54
8,benXeAnSuong,benXeCuChi,2016-09-15 17:07:10,2016-09-15 17:50:35,2605,43:25
9,benXeCuChi,benXeAnSuong,2016-09-15 18:30:44,2016-09-15 19:08:33,2269,37:49
10,benXeAnSuong,benXeCuChi,2016-09-15 19:32:20,2016-09-15 20:07:21,2101,35:01
