1,benXeCuChi,benXeAnSuong,2016-09-15 06:34:48,2016-09-15 07:16:36,2508,41:48
2,benXeAnSuong,benXeCuChi,2016-09-15 07:28:08,2016-09-15 08:12:23,2655,44:15
3,benXeCuChi,benXeAnSuong,2016-09-15 12:15:07,2016-09-15 12:55:33,2426,40:26
4,benXeAnSuong,benXeCuChi,2016-09-15 13:08:04,2016-09-15 13:49:13,2469,41:09
5,benXeCuChi,benXeAnSuong,2016-09-15 14:06:32,2016-09-15 14:46:37,2405,40:05
6,benXeAnSuong,benXeCuChi,2016-09-15 15:02:43,2016-09-15 15:46:08,2605,43:25
7,benXeCuChi,benXeAnSuong,2016-09-15 16:48:38,2016-09-15 17:36:56,2898,48:18
8,benXeAnSuong,benXeCuChi,2016-09-15 17:46:16,2016-09-15 18:30:38,2662,44:22
9,benXeCuChi,benXeAnSuong,2016-09-15 19:01:06,2016-09-15 19:36:07,2101,35:01
10,benXeAnSuong,benXeCuChi,2016-09-15 19:59:23,2016-09-15 20:34:26,2103,35:03
