1,benXeCuChi,benXeAnSuong,2016-10-20 05:21:14,2016-10-20 06:13:07,3113,51:53
2,benXeAnSuong,benXeCuChi,2016-10-20 06:28:38,2016-10-20 07:10:01,2483,41:23
3,benXeCuChi,benXeAnSuong,2016-10-20 07:45:48,2016-10-20 08:23:39,2271,37:51
4,benXeAnSuong,benXeCuChi,2016-10-20 08:37:06,2016-10-20 09:20:06,2580,43:00
5,benXeCuChi,benXeAnSuong,2016-10-20 10:15:05,2016-10-20 10:53:30,2305,38:25
6,benXeAnSuong,benXeCuChi,2016-10-20 11:04:31,2016-10-20 11:51:01,2790,46:30
7,benXeCuChi,benXeAnSuong,2016-10-20 15:14:46,2016-10-20 15:57:06,2540,42:20
8,benXeAnSuong,benXeCuChi,2016-10-20 16:06:01,2016-10-20 16:54:04,2883,48:03
9,benXeCuChi,benXeAnSuong,2016-10-20 17:14:44,2016-10-20 18:02:31,2867,47:47
10,benXeAnSuong,benXeCuChi,2016-10-20 18:15:53,2016-10-20 18:55:46,2393,39:53
