1,benXeCuChi,benXeAnSuong,2016-09-05 04:22:33,2016-09-05 05:06:53,2660,44:20
2,benXeAnSuong,benXeCuChi,2016-09-05 05:21:47,2016-09-05 06:06:27,2680,44:40
3,benXeCuChi,benXeAnSuong,2016-09-05 07:03:43,2016-09-05 07:46:02,2539,42:19
4,benXeAnSuong,benXeCuChi,2016-09-05 07:58:37,2016-09-05 08:37:16,2319,38:39
5,benXeCuChi,benXeAnSuong,2016-09-05 09:06:13,2016-09-05 09:47:08,2455,40:55
6,benXeAnSuong,benXeCuChi,2016-09-05 09:57:07,2016-09-05 10:42:56,2749,45:49
7,benXeCuChi,benXeAnSuong,2016-09-05 12:30:28,2016-09-05 13:12:41,2533,42:13
8,benXeAnSuong,benXeCuChi,2016-09-05 13:24:28,2016-09-05 14:09:18,2690,44:50
9,benXeCuChi,benXeAnSuong,2016-09-05 14:43:38,2016-09-05 15:23:36,2398,39:58
10,benXeAnSuong,benXeCuChi,2016-09-05 15:37:57,2016-09-05 16:19:46,2509,41:49
