2|[386, 389, 398, 400, 401, 406, 410, 413, 414, 415, 416, 420, 424, 425, 432, 461, 463, 479, 965]
4|[382, 394, 395, 405, 412, 417, 422, 434]
6|[396, 397, 404, 408, 411]
7|[419]
8|[1, 2, 366, 373, 391, 392, 393, 402]
10|[376, 381, 384, 388, 390, 399]
12|[3, 374]
14|[364, 383, 387]
16|[358, 360, 365, 368, 369, 379, 385]
18|[372, 375]
20|[362, 370, 371, 377]
22|[367]
24|[351, 353, 363]
26|[335, 354]
28|[380]
30|[5, 355]
32|[344, 352]
34|[337]
35|[8]
36|[359, 361]
37|[12]
38|[329, 338, 357]
40|[348, 349]
42|[342, 347]
43|[4]
44|[327, 341, 346, 356]
46|[336, 343]
47|[6, 345]
48|[350]
50|[10, 14]
52|[340]
56|[328, 331, 339]
57|[7, 330]
58|[334]
59|[323]
60|[318]
63|[9]
64|[324]
65|[16, 19]
66|[13, 315]
68|[325]
70|[11, 311, 333]
72|[314, 319]
76|[322]
77|[17, 317]
78|[326, 332]
79|[21]
80|[309]
81|[320]
82|[304]
84|[310]
85|[321]
86|[303, 316]
87|[20]
88|[58]
89|[22]
96|[313]
98|[307]
100|[18, 24, 308]
102|[65]
104|[300, 301]
106|[305]
107|[15]
108|[41]
110|[63, 312]
111|[23]
112|[57]
115|[51]
116|[27, 44, 59]
119|[31, 52]
120|[47, 60, 66, 78]
121|[32]
122|[48]
123|[45]
124|[46, 296]
125|[94, 294]
126|[33, 295, 306]
128|[29, 36, 97]
129|[68, 117]
130|[81, 297, 299]
132|[54, 72]
133|[90]
134|[34, 50]
135|[42, 71]
136|[302]
137|[98, 106]
138|[53]
139|[61, 74]
140|[26, 56, 287, 290]
141|[75, 88, 95]
142|[39, 55, 288]
143|[76]
144|[105]
145|[70, 118]
146|[89, 101, 262]
147|[103]
148|[64, 69, 93, 273, 284]
149|[25, 30, 35, 77, 102, 289]
150|[37]
151|[38]
152|[112]
154|[108, 278, 281, 298]
155|[86, 114, 119]
156|[96]
157|[83]
158|[28, 49, 115]
159|[129]
160|[280, 286]
162|[62, 79, 87, 292]
163|[120, 124, 272]
164|[40, 99]
165|[80, 84, 133]
166|[123]
169|[92]
170|[261]
171|[43, 82, 91]
172|[255, 285, 291]
173|[109, 279]
174|[275]
175|[85]
176|[128, 274]
179|[151]
181|[122]
183|[132]
186|[265, 276]
187|[130, 259, 293]
188|[125, 150]
189|[113]
190|[131, 141, 277]
191|[116, 137]
192|[100, 104]
193|[268, 283]
194|[73, 110, 111, 134]
195|[127]
196|[135]
198|[270]
200|[121]
201|[126, 145, 146]
202|[282]
204|[107, 269]
206|[143]
207|[257]
208|[227, 266]
210|[263]
211|[67]
214|[240]
216|[213, 229]
218|[239, 244, 249, 256]
220|[260]
221|[136, 258]
223|[271]
226|[138]
227|[144]
228|[149, 153, 253]
230|[267]
232|[264]
235|[147]
236|[139, 247, 250]
237|[231]
238|[184, 251]
240|[252]
241|[148, 159]
242|[222]
243|[172]
244|[243]
246|[226, 238, 254]
247|[236]
250|[241, 248]
251|[140, 179, 245]
252|[228]
253|[142, 246]
255|[155]
256|[169, 175]
257|[166]
258|[162, 232]
261|[237]
264|[235]
266|[161, 183]
267|[152, 157]
268|[168, 242]
269|[156, 174, 204, 211, 217]
270|[202, 205]
271|[173, 225, 233]
272|[219]
273|[160, 214, 234]
274|[158, 182, 218]
276|[163]
277|[176, 178, 180]
278|[154]
280|[197, 224]
285|[171, 196, 230]
286|[181]
291|[170, 187]
292|[188, 216]
294|[193]
295|[191]
296|[190, 206]
298|[223]
300|[209]
303|[194]
307|[177]
308|[165, 215]
309|[198, 200]
310|[220]
311|[207]
314|[164]
315|[221]
317|[192]
318|[185]
320|[167]
323|[201]
324|[208]
334|[210]
336|[195]
338|[203, 212]
342|[199]
343|[186]
347|[189]
2582|[0]
