0|1952
1|8
2|8
3|12
4|37
5|22
6|24
7|27
8|32
9|54
10|46
11|62
12|37
13|58
14|43
15|89
16|47
17|67
18|85
19|55
20|81
21|73
22|80
23|101
24|77
25|131
26|116
27|108
28|142
29|113
30|135
31|104
32|106
33|102
34|118
35|126
36|118
37|134
38|134
39|130
40|146
41|96
42|119
43|138
44|102
45|104
46|111
47|90
48|102
49|137
50|117
51|97
52|105
53|122
54|116
55|126
56|128
57|98
58|77
59|99
60|106
61|119
62|141
63|88
64|118
65|90
66|106
67|112
68|122
69|93
70|127
71|131
72|116
73|169
74|116
75|124
76|132
77|137
78|96
79|138
80|147
81|114
82|161
83|130
84|149
85|155
86|135
87|138
88|135
89|117
90|120
91|141
92|157
93|142
94|120
95|124
96|144
97|116
98|111
99|148
100|172
101|142
102|127
103|120
104|166
105|115
106|121
107|176
108|144
109|149
110|160
111|154
112|136
113|172
114|136
115|137
116|171
117|107
118|131
119|131
120|150
121|171
122|156
123|152
124|139
125|161
126|172
127|175
128|158
129|149
130|169
131|162
132|150
133|147
134|190
135|179
136|205
137|175
138|206
139|212
140|231
141|168
142|238
143|173
144|186
145|169
146|187
147|219
148|209
149|208
150|174
151|159
152|233
153|201
154|260
155|225
156|241
157|220
158|233
159|225
160|233
161|238
162|226
163|255
164|280
165|258
166|222
167|298
168|239
169|234
170|275
171|253
172|221
173|237
174|239
175|230
176|261
177|289
178|244
179|219
180|263
181|260
182|252
183|241
184|208
185|300
186|313
187|253
188|268
189|304
190|274
191|279
192|288
193|274
194|279
195|308
196|267
197|236
198|276
199|320
200|281
201|297
202|240
203|298
204|236
205|246
206|262
207|289
208|296
209|284
210|298
211|245
212|298
213|202
214|257
215|279
216|272
217|239
218|250
219|248
220|268
221|282
222|222
223|270
224|249
225|249
226|220
227|194
228|226
229|202
230|259
231|213
232|216
233|241
234|247
235|240
236|219
237|241
238|230
239|204
240|200
241|226
242|244
243|218
244|206
245|229
246|217
247|212
248|226
249|200
250|212
251|212
252|222
253|206
254|230
255|156
256|198
257|181
258|199
259|171
260|200
261|152
262|122
263|192
264|216
265|174
266|184
267|202
268|175
269|178
270|164
271|199
272|141
273|124
274|154
275|162
276|166
277|164
278|138
279|142
280|142
281|136
282|190
283|163
284|124
285|160
286|144
287|124
288|130
289|141
290|126
291|144
292|154
293|169
294|105
295|110
296|110
297|126
298|144
299|122
300|96
301|94
302|122
303|80
304|76
305|92
306|112
307|92
308|98
309|68
310|80
311|58
312|94
313|88
314|72
315|56
316|76
317|69
318|54
319|58
320|75
321|73
322|64
323|50
324|62
325|52
326|64
327|42
328|52
329|36
330|57
331|54
332|70
333|60
334|48
335|24
336|42
337|32
338|30
339|52
340|50
341|44
342|36
343|44
344|30
345|43
346|42
347|34
348|36
349|34
350|46
351|22
352|28
353|22
354|26
355|24
356|40
357|38
358|12
359|32
360|16
361|36
362|18
363|24
364|12
365|16
366|8
367|22
368|12
369|14
370|20
371|18
372|18
373|4
374|10
375|18
376|10
377|20
379|14
380|26
381|10
382|4
383|14
384|10
385|16
386|2
387|12
388|10
389|2
390|10
391|8
392|8
393|8
394|4
395|4
396|4
397|4
398|2
399|10
400|2
401|2
402|8
404|6
405|4
406|2
408|6
410|2
411|4
412|4
413|2
414|2
415|2
416|2
417|4
419|7
420|2
422|4
424|2
425|2
432|2
434|4
461|2
463|2
479|2
965|2
