33,25,26,15,3,onTime,0.659829980605413
56,22,19,18,2,lateTime,4.70123721149562e-48
35,31,26,17,5,lateTime,0.301474716153004
35,41,44,0,0,lateTime,0.0821457436184868
27,25,29,18,0,onTime,0.63798284523896
41,16,31,17,6,lateTime,0.000347350534054024
34,33,30,12,3,lateTime,0.437277569653548
17,19,46,10,3,onTime,0.982746967572772
31,35,22,16,3,onTime,0.502984964389585
58,22,19,14,5,lateTime,1.09938134678244e-57
52,23,18,21,3,lateTime,3.60439966327395e-31
32,25,36,18,0,lateTime,0.439380263252001
9,16,22,35,0,onTime,0.889729171519354
32,21,27,19,3,onTime,0.643797992140533
40,18,21,14,9,onTime,0.999999999215472
45,27,39,15,0,lateTime,7.13949653827984e-11
25,24,22,24,2,onTime,0.758814889403623
49,17,28,16,3,lateTime,1.50645750975916e-20
44,21,22,22,1,lateTime,4.22304688453308e-09
41,31,21,18,2,lateTime,0.000197594511096579
51,16,18,24,3,lateTime,1.31202964892861e-27
32,20,24,23,3,onTime,0.550520803549904
38,30,39,6,0,lateTime,0.0255870495621499
39,24,26,22,3,lateTime,0.0171724116067833
26,15,21,29,0,onTime,0.524290695706964
46,23,17,26,0,lateTime,2.45124821772017e-13
31,18,44,10,0,onTime,0.606539949531397
27,18,52,9,0,onTime,0.755089017313644
55,15,20,21,3,lateTime,1.19523080834139e-43
67,30,33,6,0,lateTime,4.06484214166412e-114
42,24,25,20,1,lateTime,6.32348384577632e-06
61,27,18,14,5,lateTime,3.06113130033406e-74
46,28,21,18,3,lateTime,6.49933789303476e-13
32,22,26,17,1,onTime,0.516623648826835
28,18,33,21,0,onTime,0.553411131774052
33,39,17,15,6,lateTime,0.231749643167769
42,24,29,24,1,lateTime,5.59334746143305e-06
42,39,19,11,7,lateTime,3.70311938322003e-06
7,20,16,19,13,onTime,1
48,23,22,25,0,lateTime,2.37133936857064e-18
31,18,39,12,0,onTime,0.636984497686407
36,31,31,15,0,lateTime,0.16995539223041
29,21,47,12,0,onTime,0.717570835285233
42,21,28,20,0,lateTime,7.04724355971495e-06
52,22,13,19,6,lateTime,1.65909641498133e-31
39,22,36,15,0,lateTime,0.019975797108904
63,12,17,26,1,lateTime,5.04787377009434e-87
40,27,20,20,5,lateTime,0.00208684254090175
7,11,15,24,12,onTime,1
37,36,23,15,0,lateTime,0.05519157394585
43,35,18,18,0,lateTime,8.16246565558283e-08
36,21,24,27,4,lateTime,0.296180288080758
50,18,30,20,0,lateTime,2.69349222865968e-24
36,33,22,22,0,lateTime,0.0533340891419236
35,25,30,14,4,onTime,0.578338847004707
60,15,22,14,6,lateTime,1.3790702182087e-68
42,31,23,11,5,lateTime,1.62802083679393e-05
41,25,32,12,3,lateTime,0.000655784793343374
30,35,27,10,5,onTime,0.522756060051555
47,20,26,15,5,lateTime,6.28579249709025e-15
31,24,32,18,1,onTime,0.559005413703672
26,21,24,26,0,onTime,0.596055208772295
41,22,26,21,0,lateTime,0.000115255193182293
34,28,41,18,0,lateTime,0.250076441551781
39,28,23,20,1,lateTime,0.00587196739308091
17,25,32,21,0,onTime,0.915066411185623
37,23,43,9,0,lateTime,0.156751396007423
23,25,20,19,7,onTime,0.802698038480152
28,27,30,18,0,onTime,0.545321685878726
31,14,20,20,11,onTime,1
32,27,26,18,2,onTime,0.566704274490215
11,30,36,13,3,onTime,0.987982636870268
52,16,37,15,0,lateTime,3.76421756886802e-31
35,27,24,24,1,lateTime,0.108659206196522
26,24,33,16,0,onTime,0.765702825865773
32,21,31,15,3,onTime,0.797891418121709
56,25,24,19,0,lateTime,1.51148506149797e-48
61,19,20,13,7,lateTime,2.90610361311637e-74
45,30,27,13,1,lateTime,6.09214066638621e-11
48,19,26,19,2,lateTime,7.26767098189247e-18
48,25,35,8,0,lateTime,3.51238737559993e-18
38,25,24,7,11,onTime,1
61,15,14,19,5,lateTime,1.6074666067119e-74
34,25,24,14,5,onTime,0.5987076854242
32,24,33,16,0,onTime,0.566493522598491
45,23,23,22,0,lateTime,4.39539142136926e-11
55,20,18,15,6,lateTime,1.76817697564701e-43
56,11,23,22,1,lateTime,8.9964670172488e-49
55,24,27,16,0,lateTime,1.05003789792407e-43
53,23,18,18,5,lateTime,6.69560932435422e-35
31,24,28,19,4,onTime,0.703286672083945
75,14,31,15,2,lateTime,2.5931973060821e-179
45,23,24,21,1,lateTime,4.75668769626583e-11
28,29,30,15,3,onTime,0.787143979522498
27,27,28,18,6,onTime,0.668540159752927
38,25,51,2,0,lateTime,0.051327722132502
59,19,25,16,3,lateTime,5.29521397110807e-63
31,32,21,14,6,onTime,0.518626385256059
63,19,24,17,4,lateTime,4.2433241881649e-86
42,22,42,7,0,lateTime,9.39752731198892e-06
45,26,32,12,3,lateTime,2.25222015295452e-10
36,25,37,15,2,lateTime,0.400287522340518
57,15,33,12,0,lateTime,5.53734008060867e-53
30,33,29,18,1,lateTime,0.336514800890282
37,25,22,29,0,lateTime,0.0584644405014128
46,27,36,11,0,lateTime,4.34698111765911e-13
31,17,36,16,0,onTime,0.580581851597374
24,27,27,17,6,onTime,0.79196241682883
27,24,34,15,3,onTime,0.877589468453542
38,23,26,28,0,lateTime,0.0292508146815356
44,21,22,23,2,lateTime,8.11711795849141e-09
40,24,41,12,0,lateTime,0.00318611670500087
48,20,21,20,4,lateTime,7.85901855454311e-18
29,29,36,12,0,onTime,0.548284558874326
44,26,22,24,1,lateTime,2.54025154653955e-09
38,27,32,13,1,lateTime,0.066285668650463
11,14,24,16,13,onTime,1
48,20,23,21,3,lateTime,6.40188084736959e-18
35,25,7,20,9,onTime,0.9999999999336
42,39,24,7,4,lateTime,4.96420142171836e-06
31,28,33,15,0,onTime,0.530219167338964
57,29,18,15,9,lateTime,1.08259231361732e-41
46,32,17,19,5,lateTime,3.45438319213002e-13
