41,24,30,9,6,onTime,0.000349129960148172
27,31,31,20,0,onTime,0.452187234322894
30,25,21,23,1,onTime,0.366666544735227
43,20,30,13,2,onTime,1.31412688268227e-06
41,20,26,18,5,onTime,0.000415286988688157
30,35,15,20,5,onTime,0.312137347422962
35,23,32,17,1,onTime,0.322558956078988
42,14,21,22,2,onTime,1.13768065102807e-05
30,26,27,19,0,onTime,0.409454674607628
36,25,20,20,4,onTime,0.263923210487802
36,19,27,23,2,onTime,0.227674373081279
31,40,16,16,5,onTime,0.349069568862415
33,25,33,17,0,onTime,0.439828867528848
30,27,36,15,6,lateTime,0.643063210324995
39,27,16,16,6,onTime,0.0133519255165181
42,16,30,18,0,onTime,1.03906129992594e-05
36,17,28,25,1,onTime,0.126757535270916
47,15,18,20,6,onTime,1.49360554666233e-15
44,23,22,19,2,onTime,1.14967310849544e-08
43,13,26,24,1,onTime,1.24154918958589e-07
27,15,67,3,0,lateTime,0.519204378682257
37,21,25,20,5,onTime,0.187415589960078
38,22,19,21,4,onTime,0.0843015086972693
36,11,33,21,0,onTime,0.0981075576606745
31,34,22,19,4,onTime,0.455460085487863
29,16,30,21,0,onTime,0.487821338348283
32,25,33,18,0,onTime,0.473775092609692
33,25,19,25,1,onTime,0.248523909850731
35,19,22,25,0,onTime,0.16182188095227
39,23,19,18,5,onTime,0.0277410440763716
33,28,25,19,2,onTime,0.441991983876028
41,20,24,18,9,lateTime,0.999999986905907
38,19,36,15,0,onTime,0.0740396285223714
41,13,33,23,0,onTime,8.78907300658478e-05
30,22,53,9,0,lateTime,0.669446696207292
31,36,30,12,1,onTime,0.375991875899516
44,17,14,25,6,onTime,3.24104202827458e-09
31,21,28,23,1,onTime,0.404810040714902
43,23,23,20,0,onTime,2.16367741629491e-07
37,23,21,14,7,onTime,0.21932184691816
34,24,24,24,0,onTime,0.191931614721887
29,28,23,24,1,onTime,0.313795814492725
