44|214|0.16890292
43|194|0.32202053
45|154|0.44356748
45|154|0.56511444
46|103|0.64640886
41|91|0.71823204
47|54|0.7608524
40|45|0.7963694
48|39|0.82715076
39|34|0.8539858
49|30|0.8776638
38|26|0.8981847
50|21|0.9147593
35|17|0.9281768
34|15|0.9400158
51|12|0.949487
37|11|0.9581689
52|8|0.964483
52|8|0.9707972
33|7|0.976322
53|6|0.98105764
36|5|0.98500395
56|4|0.988161
56|4|0.99131805
56|4|0.9944751
57|2|0.9960537
57|2|0.9976322
54|1|0.9984215
54|1|0.9992107
54|1|1.0
