1,benXeCuChi,benXeAnSuong,2016-09-16 05:51:02,2016-09-16 06:34:46,2624,43:44
2,benXeAnSuong,benXeCuChi,2016-09-16 06:43:52,2016-09-16 07:33:48,2996,49:56
3,benXeCuChi,benXeAnSuong,2016-09-16 07:59:06,2016-09-16 08:42:14,2588,43:08
4,benXeAnSuong,benXeCuChi,2016-09-16 08:51:32,2016-09-16 09:36:56,2724,45:24
5,benXeCuChi,benXeAnSuong,2016-09-16 10:36:03,2016-09-16 11:21:26,2723,45:23
6,benXeAnSuong,benXeCuChi,2016-09-16 11:26:50,2016-09-16 12:10:31,2621,43:41
7,benXeCuChi,benXeAnSuong,2016-09-16 15:41:53,2016-09-16 16:26:22,2669,44:29
8,benXeAnSuong,benXeCuChi,2016-09-16 16:37:13,2016-09-16 17:21:54,2681,44:41
9,benXeCuChi,benXeAnSuong,2016-09-16 17:49:37,2016-09-16 18:38:14,2917,48:37
10,benXeAnSuong,benXeCuChi,2016-09-16 18:44:56,2016-09-16 19:25:31,2435,40:35
