1,benXeCuChi,benXeAnSuong,2016-09-03 05:17:51,2016-09-03 05:58:57,2466,41:06
2,benXeAnSuong,benXeCuChi,2016-09-03 06:12:24,2016-09-03 06:55:19,2575,42:55
3,benXeCuChi,benXeAnSuong,2016-09-03 07:36:23,2016-09-03 08:18:10,2507,41:47
4,benXeAnSuong,benXeCuChi,2016-09-03 08:29:34,2016-09-03 09:12:22,2568,42:48
5,benXeCuChi,benXeAnSuong,2016-09-03 09:55:45,2016-09-03 10:34:12,2307,38:27
6,benXeAnSuong,benXeCuChi,2016-09-03 10:46:49,2016-09-03 11:26:04,2355,39:15
7,benXeCuChi,benXeAnSuong,2016-09-03 14:33:13,2016-09-03 15:15:45,2552,42:32
8,benXeAnSuong,benXeCuChi,2016-09-03 15:25:38,2016-09-03 16:08:58,2600,43:20
9,benXeCuChi,benXeAnSuong,2016-09-03 16:26:16,2016-09-03 17:07:42,2486,41:26
10,benXeAnSuong,benXeCuChi,2016-09-03 17:19:52,2016-09-03 18:06:54,2822,47:02
