0|1|10.84391|106.61438|10.84329|106.61476|16B QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|5 QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|86|86 m|30000|00:00:30
1|2|10.84329|106.61476|10.84316|106.61484|5 QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|5 QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|15|15 m|30000|00:00:30
2|3|10.84316|106.61484|10.84248|106.6152|5 QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|10 QL1A, Tân Thới Nhất, Quận 12, Hồ Chí Minh, Vietnam|2990|3.0 km|30000|00:00:30
3|4|10.84248|106.6152|10.84238|106.6155|10 QL1A, Tân Thới Nhất, Quận 12, Hồ Chí Minh, Vietnam|Trường Chinh, Đông Hưng Thuận, Quận 12, Hồ Chí Minh, Vietnam|4285|4.3 km|30000|00:00:30
4|5|10.84238|106.6155|10.84282|106.61558|Trường Chinh, Đông Hưng Thuận, Quận 12, Hồ Chí Minh, Vietnam|10 QL1A, Tân Thới Nhất, Quận 12, Hồ Chí Minh, Vietnam|3165|3.2 km|30000|00:00:30
5|6|10.84282|106.61558|10.84358|106.61486|10 QL1A, Tân Thới Nhất, Quận 12, Hồ Chí Minh, Vietnam|5 QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|4149|4.1 km|30000|00:00:30
6|7|10.84358|106.61486|10.8446|106.6143|5 QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|1/75A QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|130|0.1 km|30000|00:00:30
7|8|10.8446|106.6143|10.84586|106.61346|1/75A QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|3 Xuyên Á, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|167|0.2 km|30000|00:00:30
8|9|10.84586|106.61346|10.84631|106.61321|3 Xuyên Á, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|9C QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|57|57 m|30000|00:00:30
9|10|10.84631|106.61321|10.84633|106.61317|9C QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|9C QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|4|4 m|30000|00:00:30
10|11|10.84633|106.61317|10.84634|106.61318|9C QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|9C QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|0|1 m|30000|00:00:30
11|12|10.84634|106.61318|10.84656|106.61303|9C QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|3 Xuyên Á, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|29|29 m|30000|00:00:30
12|13|10.84656|106.61303|10.84751|106.61237|3 Xuyên Á, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|22 A Tổ 49 Khu Phố 4, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|128|0.1 km|30000|00:00:30
13|14|10.84751|106.61237|10.8492|106.61128|22 A Tổ 49 Khu Phố 4, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|A Tổ 49 Khu Phố 4, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|222|0.2 km|30000|00:00:30
14|15|10.8492|106.61128|10.85035|106.61052|A Tổ 49 Khu Phố 4, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|15D Xuyên Á, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|152|0.2 km|30000|00:00:30
15|16|10.85035|106.61052|10.85314|106.60872|15D Xuyên Á, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|194D QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|367|0.4 km|30000|00:00:30
16|17|10.85314|106.60872|10.85474|106.60773|194D QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|193D QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|208|0.2 km|30000|00:00:30
17|18|10.85474|106.60773|10.85504|106.60749|193D QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|193D QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|42|42 m|30000|00:00:30
18|19|10.85504|106.60749|10.85641|106.60655|193D QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|183|0.2 km|30000|00:00:30
19|20|10.85641|106.60655|10.85756|106.60574|Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|155|0.2 km|30000|00:00:30
20|21|10.85756|106.60574|10.86002|106.60401|Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|37/3 QL22, Trung Chánh, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|332|0.3 km|30000|00:00:30
21|22|10.86002|106.60401|10.86204|106.6026|37/3 QL22, Trung Chánh, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|37/3 QL22, Trung Chánh, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|272|0.3 km|30000|00:00:30
22|23|10.86204|106.6026|10.86299|106.60193|37/3 QL22, Trung Chánh, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|37/3 QL22, Trung Chánh, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|129|0.1 km|30000|00:00:30
23|24|10.86299|106.60193|10.86561|106.60004|37/3 QL22, Trung Chánh, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|357|0.4 km|30000|00:00:30
24|25|10.86561|106.60004|10.86737|106.59885|Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|235|0.2 km|30000|00:00:30
25|26|10.86737|106.59885|10.86951|106.59733|QL22, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|1 QL22, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|290|0.3 km|30000|00:00:30
26|27|10.86951|106.59733|10.87012|106.59691|1 QL22, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|1/1 QL22, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|82|82 m|30000|00:00:30
27|28|10.87012|106.59691|10.87019|106.59686|1/1 QL22, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|1/1B QL22, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|10|10 m|30000|00:00:30
28|29|10.87019|106.59686|10.8717|106.59578|1/1B QL22, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|46/6 QL22, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|205|0.2 km|30000|00:00:30
29|30|10.8717|106.59578|10.87456|106.59371|46/6 QL22, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|3 Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|1691|1.7 km|30000|00:00:30
30|31|10.87456|106.59371|10.87727|106.5918|3 Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|27 QL22, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|366|0.4 km|30000|00:00:30
31|32|10.87727|106.5918|10.87788|106.5914|27 QL22, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|76 Bà Triệu, Hóc Môn, Hồ Chí Minh, Vietnam|80|80 m|30000|00:00:30
32|33|10.87788|106.5914|10.88038|106.58959|27 QL22, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|27 QL22, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|341|0.3 km|30000|00:00:30
33|34|10.88038|106.58959|10.88341|106.58749|27 QL22, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|408|0.4 km|30000|00:00:30
34|35|10.88341|106.58749|10.88451|106.58673|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|148|0.1 km|30000|00:00:30
35|36|10.88451|106.58673|10.88633|106.58546|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|245|0.2 km|30000|00:00:30
36|37|10.88633|106.58546|10.88902|106.58354|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|365|0.4 km|30000|00:00:30
37|38|10.88902|106.58354|10.89138|106.58189|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|318|0.3 km|30000|00:00:30
38|39|10.89138|106.58189|10.89247|106.5812|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|2513|2.5 km|30000|00:00:30
39|40|10.89247|106.5812|10.89459|106.57963|88/1B QL22, Hóc Môn, Hồ Chí Minh, Vietnam|Xuyên Á, Thống Nhất 1, Tân Thới Nhì, Hóc Môn, Hồ Chí Minh, Vietnam|299|0.3 km|30000|00:00:30
40|41|10.89459|106.57963|10.8972|106.57782|Xuyên Á, Thống Nhất 1, Tân Thới Nhì, Hóc Môn, Hồ Chí Minh, Vietnam|Xuyên Á, Thống Nhất 1, Tân Thới Nhì, Hóc Môn, Hồ Chí Minh, Vietnam|351|0.4 km|30000|00:00:30
41|42|10.8972|106.57782|10.89971|106.57609|Xuyên Á, Thống Nhất 1, Tân Thới Nhì, Hóc Môn, Hồ Chí Minh, Vietnam|Xuyên Á, Thống Nhất 1, Tân Thới Nhì, Hóc Môn, Hồ Chí Minh, Vietnam|337|0.3 km|30000|00:00:30
