0|1|10.84425|106.61423|10.84315|106.61492|45/5 QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|5 QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|144|0.1 km|30000|00:00:30
1|2|10.84315|106.61492|10.84245|106.61526|5 QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|10 QL1A, Tân Thới Nhất, Quận 12, Hồ Chí Minh, Vietnam|3010|3.0 km|30000|00:00:30
2|3|10.84245|106.61526|10.84253|106.61555|10 QL1A, Tân Thới Nhất, Quận 12, Hồ Chí Minh, Vietnam|Trường Chinh, Đông Hưng Thuận, Quận 12, Hồ Chí Minh, Vietnam|4293|4.3 km|30000|00:00:30
3|4|10.84253|106.61555|10.84302|106.61531|Trường Chinh, Tân Thới Nhất, Quận 12, Hồ Chí Minh, Vietnam|5 QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|85|85 m|30000|00:00:30
4|5|10.84302|106.61531|10.8441|106.61451|5 QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|12-14 Xuyên Á, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|152|0.2 km|30000|00:00:30
5|6|10.8441|106.61451|10.84539|106.61371|12-14 Xuyên Á, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|3 Xuyên Á, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|1440|1.4 km|30000|00:00:30
6|7|10.84539|106.61371|10.8459|106.61341|3 Xuyên Á, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|3 Xuyên Á, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|65|65 m|30000|00:00:30
7|8|10.8459|106.61341|10.8459|106.61339|3 Xuyên Á, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|3 Xuyên Á, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|1|1 m|30000|00:00:30
8|9|10.8459|106.61339|10.84632|106.61313|3 Xuyên Á, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|9C QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|55|55 m|30000|00:00:30
9|10|10.84632|106.61313|10.84704|106.61267|9C QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|3 Xuyên Á, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|95|0.1 km|30000|00:00:30
10|11|10.84704|106.61267|10.8485|106.61166|3 Xuyên Á, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|166 QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|206|0.2 km|30000|00:00:30
11|12|10.8485|106.61166|10.85069|106.61025|166 QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|29 Xuyên Á, Bà Điểm, Hóc Môn, Hồ Chí Minh, Vietnam|288|0.3 km|30000|00:00:30
12|13|10.85069|106.61025|10.85346|106.60844|29 Xuyên Á, Bà Điểm, Hóc Môn, Hồ Chí Minh, Vietnam|194D QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|366|0.4 km|30000|00:00:30
13|14|10.85346|106.60844|10.85496|106.60755|194D QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|193D QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|835|0.8 km|30000|00:00:30
14|15|10.85496|106.60755|10.85519|106.6074|193D QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|193D QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|30|30 m|30000|00:00:30
15|16|10.85519|106.6074|10.85548|106.60718|193D QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|193D QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|40|40 m|30000|00:00:30
16|17|10.85548|106.60718|10.858|106.60543|193D QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|339|0.3 km|30000|00:00:30
17|18|10.858|106.60543|10.86098|106.60331|Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|37/3 QL22, Trung Chánh, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|404|0.4 km|30000|00:00:30
18|19|10.86098|106.60331|10.86208|106.60257|37/3 QL22, Trung Chánh, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|37/3 QL22, Trung Chánh, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|147|0.1 km|30000|00:00:30
19|20|10.86208|106.60257|10.86455|106.60082|37/3 QL22, Trung Chánh, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Vietnam|Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|335|0.3 km|30000|00:00:30
20|21|10.86455|106.60082|10.8676|106.59862|Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|416|0.4 km|30000|00:00:30
21|22|10.8676|106.59862|10.87004|106.59695|Xuyên Á, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|1/1 QL22, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|327|0.3 km|30000|00:00:30
22|23|10.87004|106.59695|10.87064|106.59647|1/1 QL22, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|3 QL22, Tân Xuân, Hóc Môn, Hồ Chí Minh, Vietnam|85|85 m|30000|00:00:30
