1,benXeCuChi,benXeAnSuong,2016-09-10 05:49:43,2016-09-10 06:28:15,2312,38:32
2,benXeAnSuong,benXeCuChi,2016-09-10 06:43:01,2016-09-10 07:25:47,2566,42:46
3,benXeCuChi,benXeAnSuong,2016-09-10 07:51:30,2016-09-10 08:38:30,2820,47:00
4,benXeAnSuong,benXeCuChi,2016-09-10 08:49:09,2016-09-10 09:29:48,2439,40:39
5,benXeCuChi,benXeAnSuong,2016-09-10 10:32:10,2016-09-10 11:11:27,2357,39:17
6,benXeAnSuong,benXeCuChi,2016-09-10 11:23:08,2016-09-10 12:08:18,2710,45:10
7,benXeCuChi,benXeAnSuong,2016-09-10 15:39:24,2016-09-10 16:18:24,2340,39:00
8,benXeAnSuong,benXeCuChi,2016-09-10 16:31:59,2016-09-10 17:16:49,2690,44:50
9,benXeCuChi,benXeAnSuong,2016-09-10 17:40:57,2016-09-10 18:31:17,3020,50:20
10,benXeAnSuong,benXeCuChi,2016-09-10 18:39:34,2016-09-10 19:21:44,2530,42:10
11,benXeCuChi,benXeAnSuong,2016-09-10 20:00:56,2016-09-10 20:33:48,1972,32:52
12,benXeAnSuong,benXeCuChi,2016-09-10 20:59:54,2016-09-10 21:27:19,1645,27:25
