1,benXeCuChi,benXeAnSuong,2016-10-21 05:23:50,2016-10-21 06:05:28,2498,41:38
2,benXeAnSuong,benXeCuChi,2016-10-21 06:17:41,2016-10-21 07:01:13,2612,43:32
3,benXeCuChi,benXeAnSuong,2016-10-21 07:41:50,2016-10-21 08:22:58,2468,41:08
4,benXeAnSuong,benXeCuChi,2016-10-21 08:32:21,2016-10-21 09:16:30,2649,44:09
5,benXeCuChi,benXeAnSuong,2016-10-21 10:02:06,2016-10-21 10:42:38,2432,40:32
6,benXeAnSuong,benXeCuChi,2016-10-21 10:52:57,2016-10-21 11:37:57,2700,45:00
7,benXeCuChi,benXeAnSuong,2016-10-21 14:39:00,2016-10-21 15:21:38,2558,42:38
8,benXeAnSuong,benXeCuChi,2016-10-21 15:33:18,2016-10-21 16:19:31,2773,46:13
9,benXeCuChi,benXeAnSuong,2016-10-21 16:34:18,2016-10-21 17:18:30,2652,44:12
10,benXeAnSuong,benXeCuChi,2016-10-21 17:29:28,2016-10-21 18:16:45,2837,47:17
